Zip Code,Official USPS city name,Official USPS State Code,Official State Name,Primary Official County Name,Official County Name
32058,Lawtey,FL,Florida,Bradford,"Bradford,Union,Clay"
32244,Jacksonville,FL,Florida,Duval,Duval
32431,Cottondale,FL,Florida,Jackson,"Jackson,Washington"
32447,Marianna,FL,Florida,Jackson,Jackson
32463,Wausau,FL,Florida,Washington,Washington
32502,Pensacola,FL,Florida,Escambia,Escambia
32615,Alachua,FL,Florida,Alachua,Alachua
32619,Bell,FL,Florida,Gilchrist,Gilchrist
33020,Hollywood,FL,Florida,Broward,Broward
33033,Homestead,FL,Florida,Miami-Dade,Miami-Dade
33184,Miami,FL,Florida,Miami-Dade,Miami-Dade
33313,Fort Lauderdale,FL,Florida,Broward,Broward
33410,Palm Beach Gardens,FL,Florida,Palm Beach,Palm Beach
33431,Boca Raton,FL,Florida,Palm Beach,Palm Beach
33433,Boca Raton,FL,Florida,Palm Beach,Palm Beach
33445,Delray Beach,FL,Florida,Palm Beach,Palm Beach
33704,Saint Petersburg,FL,Florida,Pinellas,Pinellas
33771,Largo,FL,Florida,Pinellas,Pinellas
33811,Lakeland,FL,Florida,Polk,Polk
33854,Lakeshore,FL,Florida,Polk,Polk
33867,River Ranch,FL,Florida,Polk,Polk
33956,Saint James City,FL,Florida,Lee,Lee
33960,Venus,FL,Florida,Highlands,"Highlands,Glades"
34137,Copeland,FL,Florida,Collier,Collier
34228,Longboat Key,FL,Florida,Sarasota,"Sarasota,Manatee"
34432,Dunnellon,FL,Florida,Marion,Marion
34448,Homosassa,FL,Florida,Citrus,Citrus
34450,Inverness,FL,Florida,Citrus,Citrus
34482,Ocala,FL,Florida,Marion,Marion
35034,Brent,AL,Alabama,Bibb,"Bibb,Perry"
35071,Gardendale,AL,Alabama,Jefferson,Jefferson
35244,Birmingham,AL,Alabama,Jefferson,"Jefferson,Shelby"
35401,Tuscaloosa,AL,Alabama,Tuscaloosa,Tuscaloosa
35443,Boligee,AL,Alabama,Greene,Greene
35650,Moulton,AL,Alabama,Lawrence,Lawrence
35673,Trinity,AL,Alabama,Lawrence,"Lawrence,Morgan"
35674,Tuscumbia,AL,Alabama,Colbert,Colbert
35774,Trenton,AL,Alabama,Jackson,Jackson
36039,Hardaway,AL,Alabama,Macon,Macon
36052,Mathews,AL,Alabama,Montgomery,"Montgomery,Bullock"
36206,Anniston,AL,Alabama,Calhoun,Calhoun
36511,Bon Secour,AL,Alabama,Baldwin,Baldwin
36513,Calvert,AL,Alabama,Washington,"Washington,Mobile"
36542,Gulf Shores,AL,Alabama,Baldwin,Baldwin
36576,Silverhill,AL,Alabama,Baldwin,Baldwin
36619,Mobile,AL,Alabama,Mobile,Mobile
36732,Demopolis,AL,Alabama,Marengo,Marengo
36853,Dadeville,AL,Alabama,Tallapoosa,Tallapoosa
36866,Notasulga,AL,Alabama,Macon,"Macon,Tallapoosa,Lee"
37047,Cornersville,TN,Tennessee,Marshall,"Marshall,Giles,Lincoln"
37171,Southside,TN,Tennessee,Montgomery,Montgomery
37187,White Bluff,TN,Tennessee,Dickson,"Dickson,Cheatham"
37219,Nashville,TN,Tennessee,Davidson,Davidson
37656,Fall Branch,TN,Tennessee,Washington,"Washington,Greene,Sullivan"
37659,Jonesborough,TN,Tennessee,Washington,"Washington,Sullivan"
37724,Cumberland Gap,TN,Tennessee,Claiborne,Claiborne
37725,Dandridge,TN,Tennessee,Jefferson,"Jefferson,Sevier"
37755,Helenwood,TN,Tennessee,Scott,Scott
37809,Midway,TN,Tennessee,Greene,Greene
37820,New Market,TN,Tennessee,Jefferson,Jefferson
37886,Walland,TN,Tennessee,Blount,Blount
38018,Cordova,TN,Tennessee,Shelby,Shelby
38019,Covington,TN,Tennessee,Tipton,Tipton
38122,Memphis,TN,Tennessee,Shelby,Shelby
38128,Memphis,TN,Tennessee,Shelby,Shelby
38138,Germantown,TN,Tennessee,Shelby,Shelby
38258,Trezevant,TN,Tennessee,Carroll,Carroll
38330,Dyer,TN,Tennessee,Gibson,Gibson
38358,Milan,TN,Tennessee,Gibson,Gibson
38368,Reagan,TN,Tennessee,Henderson,"Henderson,Chester"
38455,Elkton,TN,Tennessee,Giles,Giles
38501,Cookeville,TN,Tennessee,Putnam,"Putnam,Jackson,Overton"
38555,Crossville,TN,Tennessee,Cumberland,Cumberland
38559,Doyle,TN,Tennessee,White,"White,Van Buren"
38568,Hilham,TN,Tennessee,Overton,"Overton,Clay,Jackson"
38569,Lancaster,TN,Tennessee,Smith,"Smith,DeKalb"
38760,Metcalfe,MS,Mississippi,Washington,Washington
38855,Mantachie,MS,Mississippi,Itawamba,Itawamba
39067,Ethel,MS,Mississippi,Attala,Attala
39096,Lorman,MS,Mississippi,Claiborne,"Claiborne,Jefferson"
39110,Madison,MS,Mississippi,Madison,Madison
39203,Jackson,MS,Mississippi,Hinds,Hinds
39428,Collins,MS,Mississippi,Covington,Covington
39534,Biloxi,MS,Mississippi,Harrison,Harrison
39633,Crosby,MS,Mississippi,Wilkinson,"Wilkinson,Amite"
39766,Steens,MS,Mississippi,Lowndes,Lowndes
40023,Fisherville,KY,Kentucky,Jefferson,"Jefferson,Spencer,Shelby"
40036,Lockport,KY,Kentucky,Henry,Henry
40068,Smithfield,KY,Kentucky,Henry,"Henry,Oldham,Shelby"
40119,Falls Of Rough,KY,Kentucky,Grayson,"Grayson,Breckinridge,Ohio"
40216,Louisville,KY,Kentucky,Jefferson,Jefferson
40402,Annville,KY,Kentucky,Jackson,Jackson
40506,Lexington,KY,Kentucky,Fayette,Fayette
40740,Lily,KY,Kentucky,Laurel,Laurel
40769,Williamsburg,KY,Kentucky,Whitley,"Whitley,McCreary"
41004,Brooksville,KY,Kentucky,Bracken,"Bracken,Robertson,Pendleton"
41015,Latonia,KY,Kentucky,Kenton,Kenton
41033,De Mossville,KY,Kentucky,Pendleton,"Pendleton,Kenton"
41083,Sanders,KY,Kentucky,Carroll,"Carroll,Gallatin,Owen"
41092,Verona,KY,Kentucky,Boone,"Boone,Gallatin"
41255,Sitka,KY,Kentucky,Johnson,Johnson
41314,Booneville,KY,Kentucky,Owsley,"Owsley,Breathitt"
41348,Lost Creek,KY,Kentucky,Breathitt,Breathitt
41408,Cannel City,KY,Kentucky,Morgan,Morgan
41421,Elkfork,KY,Kentucky,Morgan,Morgan
41527,Forest Hills,KY,Kentucky,Pike,Pike
41562,Shelbiana,KY,Kentucky,Pike,Pike
41568,Stopover,KY,Kentucky,Pike,Pike
41666,Wayland,KY,Kentucky,Floyd,Floyd
41764,Smilax,KY,Kentucky,Leslie,Leslie
41825,Jackhorn,KY,Kentucky,Letcher,Letcher
41847,Redfox,KY,Kentucky,Knott,Knott
42001,Paducah,KY,Kentucky,McCracken,McCracken
42049,Hazel,KY,Kentucky,Calloway,"Calloway,Graves"
42064,Marion,KY,Kentucky,Crittenden,"Crittenden,Caldwell"
42442,Nortonville,KY,Kentucky,Hopkins,"Hopkins,Christian"
42455,Sebree,KY,Kentucky,Webster,Webster
42712,Big Clifty,KY,Kentucky,Grayson,"Grayson,Hardin"
42749,Horse Cave,KY,Kentucky,Hart,"Hart,Metcalfe,Barren"
43055,Newark,OH,Ohio,Licking,Licking
43146,Orient,OH,Ohio,Pickaway,"Pickaway,Franklin,Madison"
43149,Rockbridge,OH,Ohio,Hocking,Hocking
43209,Columbus,OH,Ohio,Franklin,Franklin
43220,Columbus,OH,Ohio,Franklin,Franklin
43437,Jerry City,OH,Ohio,Wood,Wood
43540,Metamora,OH,Ohio,Fulton,Fulton
43607,Toledo,OH,Ohio,Lucas,Lucas
43610,Toledo,OH,Ohio,Lucas,Lucas
43619,Northwood,OH,Ohio,Wood,Wood
43718,Belmont,OH,Ohio,Belmont,Belmont
43727,Chandlersville,OH,Ohio,Muskingum,Muskingum
43759,Morristown,OH,Ohio,Belmont,Belmont
43901,Adena,OH,Ohio,Jefferson,"Jefferson,Harrison,Belmont"
44023,Chagrin Falls,OH,Ohio,Geauga,Geauga
44048,Kingsville,OH,Ohio,Ashtabula,Ashtabula
44065,Newbury,OH,Ohio,Geauga,Geauga
44070,North Olmsted,OH,Ohio,Cuyahoga,Cuyahoga
44099,Windsor,OH,Ohio,Ashtabula,"Ashtabula,Geauga"
44202,Aurora,OH,Ohio,Portage,"Portage,Summit,Geauga"
44231,Garrettsville,OH,Ohio,Portage,"Portage,Geauga"
44234,Hiram,OH,Ohio,Portage,"Portage,Geauga"
44254,Lodi,OH,Ohio,Medina,Medina
44286,Richfield,OH,Ohio,Summit,Summit
44427,Kensington,OH,Ohio,Columbiana,"Columbiana,Carroll"
44444,Newton Falls,OH,Ohio,Trumbull,"Trumbull,Portage,Mahoning"
44505,Youngstown,OH,Ohio,Mahoning,"Mahoning,Trumbull"
44611,Big Prairie,OH,Ohio,Holmes,"Holmes,Wayne"
44612,Bolivar,OH,Ohio,Tuscarawas,"Tuscarawas,Stark"
44693,Deersville,OH,Ohio,Harrison,Harrison
44730,East Canton,OH,Ohio,Stark,"Stark,Carroll"
44809,Bascom,OH,Ohio,Seneca,Seneca
44830,Fostoria,OH,Ohio,Seneca,"Seneca,Hancock,Wood"
45005,Franklin,OH,Ohio,Warren,"Warren,Montgomery"
45065,South Lebanon,OH,Ohio,Warren,Warren
45133,Hillsboro,OH,Ohio,Highland,"Highland,Pike,Brown"
45167,Ripley,OH,Ohio,Brown,Brown
45202,Cincinnati,OH,Ohio,Hamilton,Hamilton
45251,Cincinnati,OH,Ohio,Hamilton,Hamilton
45647,Londonderry,OH,Ohio,Ross,"Ross,Vinton"
45656,Oak Hill,OH,Ohio,Jackson,"Jackson,Gallia,Lawrence"
45658,Patriot,OH,Ohio,Gallia,Gallia
45853,Kalida,OH,Ohio,Putnam,Putnam
46011,Anderson,IN,Indiana,Madison,Madison
46063,Orestes,IN,Indiana,Madison,Madison
46123,Avon,IN,Indiana,Hendricks,Hendricks
46151,Martinsville,IN,Indiana,Morgan,"Morgan,Monroe,Johnson"
46201,Indianapolis,IN,Indiana,Marion,Marion
46408,Gary,IN,Indiana,Lake,Lake
46510,Claypool,IN,Indiana,Kosciusko,Kosciusko
46514,Elkhart,IN,Indiana,Elkhart,Elkhart
46613,South Bend,IN,Indiana,St. Joseph,St. Joseph
46703,Angola,IN,Indiana,Steuben,Steuben
46706,Auburn,IN,Indiana,DeKalb,"DeKalb,Allen"
46759,Keystone,IN,Indiana,Wells,Wells
46936,Greentown,IN,Indiana,Howard,Howard
46959,Miami,IN,Indiana,Miami,Miami
47034,Napoleon,IN,Indiana,Ripley,Ripley
47122,Georgetown,IN,Indiana,Floyd,"Floyd,Harrison"
47161,New Salisbury,IN,Indiana,Harrison,Harrison
47165,Pekin,IN,Indiana,Washington,"Washington,Floyd"
47341,Fountain City,IN,Indiana,Wayne,Wayne
47351,Kennard,IN,Indiana,Henry,Henry
47358,Modoc,IN,Indiana,Randolph,"Randolph,Wayne"
47369,Pennville,IN,Indiana,Jay,Jay
47388,Sulphur Springs,IN,Indiana,Henry,Henry
47460,Spencer,IN,Indiana,Owen,"Owen,Monroe,Greene"
47512,Bicknell,IN,Indiana,Knox,Knox
47535,Freelandville,IN,Indiana,Knox,Knox
47584,Spurgeon,IN,Indiana,Pike,Pike
47849,Fairbanks,IN,Indiana,Sullivan,Sullivan
48003,Almont,MI,Michigan,Lapeer,Lapeer
48025,Franklin,MI,Michigan,Oakland,Oakland
48050,New Haven,MI,Michigan,Macomb,Macomb
48117,Carleton,MI,Michigan,Monroe,Monroe
48125,Dearborn Heights,MI,Michigan,Wayne,Wayne
48127,Dearborn Heights,MI,Michigan,Wayne,Wayne
48140,Ida,MI,Michigan,Monroe,Monroe
48209,Detroit,MI,Michigan,Wayne,Wayne
48223,Detroit,MI,Michigan,Wayne,Wayne
48414,Bancroft,MI,Michigan,Shiawassee,Shiawassee
48462,Ortonville,MI,Michigan,Oakland,"Oakland,Lapeer,Genesee"
48553,Flint,MI,Michigan,Genesee,Genesee
48612,Beaverton,MI,Michigan,Gladwin,"Gladwin,Midland"
48613,Bentley,MI,Michigan,Bay,"Bay,Gladwin"
48649,Oakley,MI,Michigan,Saginaw,"Saginaw,Shiawassee"
48754,Owendale,MI,Michigan,Huron,Huron
48756,Prescott,MI,Michigan,Ogemaw,Ogemaw
48893,Weidman,MI,Michigan,Isabella,Isabella
49008,Kalamazoo,MI,Michigan,Kalamazoo,Kalamazoo
49088,Scotts,MI,Michigan,Kalamazoo,Kalamazoo
49202,Jackson,MI,Michigan,Jackson,Jackson
49303,Bailey,MI,Michigan,Muskegon,"Muskegon,Newaygo"
49333,Middleville,MI,Michigan,Barry,"Barry,Kent,Allegan"
49346,Stanwood,MI,Michigan,Mecosta,"Mecosta,Newaygo"
49415,Fruitport,MI,Michigan,Muskegon,"Muskegon,Ottawa"
49442,Muskegon,MI,Michigan,Muskegon,Muskegon
49445,Muskegon,MI,Michigan,Muskegon,Muskegon
49650,Lake Ann,MI,Michigan,Benzie,Benzie
49657,McBain,MI,Michigan,Missaukee,Missaukee
49713,Boyne Falls,MI,Michigan,Charlevoix,"Charlevoix,Emmet,Antrim"
49727,East Jordan,MI,Michigan,Charlevoix,"Charlevoix,Antrim"
49730,Elmira,MI,Michigan,Antrim,"Antrim,Otsego,Charlevoix"
49744,Herron,MI,Michigan,Alpena,Alpena
49774,Pickford,MI,Michigan,Chippewa,"Chippewa,Mackinac"
49801,Iron Mountain,MI,Michigan,Dickinson,Dickinson
49807,Bark River,MI,Michigan,Delta,"Delta,Menominee,Dickinson"
49814,Champion,MI,Michigan,Marquette,Marquette
49839,Grand Marais,MI,Michigan,Alger,Alger
49895,Wetmore,MI,Michigan,Alger,"Alger,Delta,Schoolcraft"
50005,Albion,IA,Iowa,Marshall,Marshall
50007,Alleman,IA,Iowa,Polk,Polk
50028,Baxter,IA,Iowa,Jasper,Jasper
50036,Boone,IA,Iowa,Boone,Boone
50067,Decatur,IA,Iowa,Decatur,Decatur
50144,Leon,IA,Iowa,Decatur,Decatur
50243,Sheldahl,IA,Iowa,Story,"Story,Polk"
50313,Des Moines,IA,Iowa,Polk,Polk
50465,Rake,IA,Iowa,Winnebago,Winnebago
50501,Fort Dodge,IA,Iowa,Webster,Webster
50607,Aurora,IA,Iowa,Buchanan,"Buchanan,Fayette"
50638,Grundy Center,IA,Iowa,Grundy,Grundy
50664,Oran,IA,Iowa,Fayette,Fayette
50841,Corning,IA,Iowa,Adams,"Adams,Taylor"
50861,Shannon City,IA,Iowa,Union,"Union,Ringgold"
51022,Granville,IA,Iowa,Sioux,"Sioux,O'Brien,Plymouth"
51046,Paullina,IA,Iowa,O'Brien,"O'Brien,Cherokee"
51049,Quimby,IA,Iowa,Cherokee,Cherokee
51108,Sioux City,IA,Iowa,Woodbury,"Woodbury,Plymouth"
51234,Boyden,IA,Iowa,Sioux,Sioux
51241,Larchwood,IA,Iowa,Lyon,Lyon
51342,Graettinger,IA,Iowa,Palo Alto,"Palo Alto,Emmet"
51431,Arthur,IA,Iowa,Ida,"Ida,Sac"
51441,Deloit,IA,Iowa,Crawford,Crawford
51451,Lanesboro,IA,Iowa,Carroll,Carroll
51453,Lohrville,IA,Iowa,Calhoun,"Calhoun,Carroll"
51465,Vail,IA,Iowa,Crawford,Crawford
52001,Dubuque,IA,Iowa,Dubuque,Dubuque
52060,Maquoketa,IA,Iowa,Jackson,"Jackson,Clinton"
52134,Chester,IA,Iowa,Howard,Howard
52240,Iowa City,IA,Iowa,Johnson,Johnson
52253,Lisbon,IA,Iowa,Linn,"Linn,Cedar,Jones,Johnson"
52330,Ryan,IA,Iowa,Delaware,Delaware
52530,Agency,IA,Iowa,Wapello,Wapello
52548,Chillicothe,IA,Iowa,Wapello,Wapello
52742,De Witt,IA,Iowa,Clinton,Clinton
52804,Davenport,IA,Iowa,Scott,Scott
53006,Brownsville,WI,Wisconsin,Dodge,"Dodge,Fond du Lac"
53011,Cascade,WI,Wisconsin,Sheboygan,"Sheboygan,Fond du Lac"
53017,Colgate,WI,Wisconsin,Washington,"Washington,Waukesha"
53063,Newton,WI,Wisconsin,Manitowoc,Manitowoc
53081,Sheboygan,WI,Wisconsin,Sheboygan,Sheboygan
53086,Slinger,WI,Wisconsin,Washington,Washington
53126,Franksville,WI,Wisconsin,Racine,Racine
53140,Kenosha,WI,Wisconsin,Kenosha,Kenosha
53205,Milwaukee,WI,Wisconsin,Milwaukee,Milwaukee
53215,Milwaukee,WI,Wisconsin,Milwaukee,Milwaukee
53508,Belleville,WI,Wisconsin,Dane,"Dane,Green"
53554,Livingston,WI,Wisconsin,Grant,"Grant,Iowa"
53590,Sun Prairie,WI,Wisconsin,Dane,Dane
53705,Madison,WI,Wisconsin,Dane,Dane
53920,Briggsville,WI,Wisconsin,Marquette,"Marquette,Adams"
54013,Glenwood City,WI,Wisconsin,St. Croix,"St. Croix,Dunn"
54021,Prescott,WI,Wisconsin,Pierce,Pierce
54102,Amberg,WI,Wisconsin,Marinette,Marinette
54112,Coleman,WI,Wisconsin,Marinette,"Marinette,Oconto"
54140,Little Chute,WI,Wisconsin,Outagamie,Outagamie
54175,Townsend,WI,Wisconsin,Oconto,"Oconto,Langlade"
54484,Stratford,WI,Wisconsin,Marathon,Marathon
54499,Wittenberg,WI,Wisconsin,Shawano,"Shawano,Marathon,Portage"
54614,Bangor,WI,Wisconsin,La Crosse,La Crosse
54648,Norwalk,WI,Wisconsin,Monroe,Monroe
54701,Eau Claire,WI,Wisconsin,Eau Claire,"Eau Claire,Dunn"
54731,Conrath,WI,Wisconsin,Rusk,Rusk
54755,Mondovi,WI,Wisconsin,Buffalo,"Buffalo,Dunn,Eau Claire,Pepin"
54843,Hayward,WI,Wisconsin,Sawyer,"Sawyer,Washburn"
54944,Hortonville,WI,Wisconsin,Outagamie,Outagamie
54949,Manawa,WI,Wisconsin,Waupaca,Waupaca
54982,Wautoma,WI,Wisconsin,Waushara,"Waushara,Marquette"
55025,Forest Lake,MN,Minnesota,Washington,"Washington,Anoka,Chisago"
55026,Frontenac,MN,Minnesota,Goodhue,Goodhue
55045,Lindstrom,MN,Minnesota,Chisago,Chisago
55066,Red Wing,MN,Minnesota,Goodhue,Goodhue
55090,Willernie,MN,Minnesota,Washington,Washington
55101,Saint Paul,MN,Minnesota,Ramsey,Ramsey
55308,Becker,MN,Minnesota,Sherburne,Sherburne
55318,Chaska,MN,Minnesota,Carver,Carver
55320,Clearwater,MN,Minnesota,Wright,"Wright,Stearns"
55345,Minnetonka,MN,Minnesota,Hennepin,Hennepin
55424,Minneapolis,MN,Minnesota,Hennepin,Hennepin
55448,Minneapolis,MN,Minnesota,Anoka,Anoka
55711,Brookston,MN,Minnesota,St. Louis,St. Louis
55742,Goodland,MN,Minnesota,Itasca,Itasca
55905,Rochester,MN,Minnesota,Olmsted,Olmsted
55920,Byron,MN,Minnesota,Olmsted,Olmsted
55965,Preston,MN,Minnesota,Fillmore,Fillmore
55974,Spring Grove,MN,Minnesota,Houston,"Houston,Fillmore"
56010,Amboy,MN,Minnesota,Blue Earth,Blue Earth
56052,Kilkenny,MN,Minnesota,Le Sueur,"Le Sueur,Rice"
56080,Saint Clair,MN,Minnesota,Blue Earth,Blue Earth
56123,Currie,MN,Minnesota,Murray,Murray
56138,Hills,MN,Minnesota,Rock,Rock
56165,Reading,MN,Minnesota,Nobles,Nobles
56173,Steen,MN,Minnesota,Rock,Rock
56178,Tyler,MN,Minnesota,Lincoln,"Lincoln,Lyon"
56239,Ghent,MN,Minnesota,Lyon,Lyon
56253,Lake Lillian,MN,Minnesota,Kandiyohi,Kandiyohi
56276,Odessa,MN,Minnesota,Big Stone,"Big Stone,Lac qui Parle"
56278,Ortonville,MN,Minnesota,Big Stone,"Big Stone,Lac qui Parle"
56291,Taunton,MN,Minnesota,Lyon,"Lyon,Yellow Medicine,Lincoln"
56357,Oak Park,MN,Minnesota,Benton,"Benton,Mille Lacs"
56367,Rice,MN,Minnesota,Benton,"Benton,Stearns"
56440,Clarissa,MN,Minnesota,Todd,Todd
56447,Emily,MN,Minnesota,Crow Wing,Crow Wing
56453,Hewitt,MN,Minnesota,Todd,"Todd,Otter Tail"
56568,Nielsville,MN,Minnesota,Polk,Polk
56584,Twin Valley,MN,Minnesota,Norman,Norman
56672,Remer,MN,Minnesota,Cass,Cass
57047,Monroe,SD,South Dakota,Turner,"Turner,McCook"
57059,Scotland,SD,South Dakota,Bon Homme,"Bon Homme,Hutchinson"
57103,Sioux Falls,SD,South Dakota,Minnehaha,Minnehaha
57232,Eden,SD,South Dakota,Marshall,Marshall
57337,Fedora,SD,South Dakota,Miner,Miner
57569,Reliance,SD,South Dakota,Lyman,Lyman
57622,Cherry Creek,SD,South Dakota,Ziebach,Ziebach
57750,Interior,SD,South Dakota,Jackson,Jackson
58013,Cayuga,ND,North Dakota,Sargent,Sargent
58051,Kindred,ND,North Dakota,Cass,"Cass,Richland"
58081,Wyndmere,ND,North Dakota,Richland,Richland
58492,Wimbledon,ND,North Dakota,Barnes,"Barnes,Stutsman,Griggs"
58626,Dunn Center,ND,North Dakota,Dunn,Dunn
58643,Marmarth,ND,North Dakota,Slope,"Slope,Bowman"
58702,Minot,ND,North Dakota,Ward,Ward
90007,Los Angeles,CA,California,Los Angeles,Los Angeles
90017,Los Angeles,CA,California,Los Angeles,Los Angeles
90019,Los Angeles,CA,California,Los Angeles,Los Angeles
90063,Los Angeles,CA,California,Los Angeles,Los Angeles
90222,Compton,CA,California,Los Angeles,Los Angeles
90603,Whittier,CA,California,Los Angeles,Los Angeles
90630,Cypress,CA,California,Orange,"Orange,Los Angeles"
90638,La Mirada,CA,California,Los Angeles,"Los Angeles,Orange"
91377,Oak Park,CA,California,Ventura,Ventura
91761,Ontario,CA,California,San Bernardino,San Bernardino
91767,Pomona,CA,California,Los Angeles,Los Angeles
92058,Oceanside,CA,California,San Diego,San Diego
92061,Pauma Valley,CA,California,San Diego,San Diego
92109,San Diego,CA,California,San Diego,San Diego
92129,San Diego,CA,California,San Diego,San Diego
92147,San Diego,CA,California,San Diego,San Diego
92243,El Centro,CA,California,Imperial,Imperial
92274,Thermal,CA,California,Riverside,"Riverside,Imperial"
92320,Calimesa,CA,California,Riverside,Riverside
92372,Pinon Hills,CA,California,San Bernardino,San Bernardino
92563,Murrieta,CA,California,Riverside,Riverside
92606,Irvine,CA,California,Orange,Orange
92882,Corona,CA,California,Riverside,Riverside
93013,Carpinteria,CA,California,Santa Barbara,"Santa Barbara,Ventura"
93030,Oxnard,CA,California,Ventura,Ventura
94566,Pleasanton,CA,California,Alameda,Alameda
94587,Union City,CA,California,Alameda,Alameda
94612,Oakland,CA,California,Alameda,Alameda
94925,Corte Madera,CA,California,Marin,Marin
94940,Marshall,CA,California,Marin,Marin
94973,Woodacre,CA,California,Marin,Marin
95013,Coyote,CA,California,Santa Clara,Santa Clara
95319,Empire,CA,California,Stanislaus,Stanislaus
95321,Groveland,CA,California,Tuolumne,"Tuolumne,Mariposa"
95326,Hughson,CA,California,Stanislaus,Stanislaus
95457,Lower Lake,CA,California,Lake,Lake
95490,Willits,CA,California,Mendocino,Mendocino
95493,Witter Springs,CA,California,Lake,Lake
95503,Eureka,CA,California,Humboldt,Humboldt
95542,Garberville,CA,California,Humboldt,Humboldt
95603,Auburn,CA,California,Placer,Placer
95607,Capay,CA,California,Yolo,Yolo
95616,Davis,CA,California,Yolo,Yolo
95683,Sloughhouse,CA,California,Sacramento,Sacramento
95695,Woodland,CA,California,Yolo,Yolo
95701,Alta,CA,California,Placer,Placer
95724,Norden,CA,California,Placer,Placer
95946,Penn Valley,CA,California,Nevada,Nevada
95966,Oroville,CA,California,Butte,"Butte,Yuba"
95982,Sutter,CA,California,Sutter,Sutter
96019,Shasta Lake,CA,California,Shasta,Shasta
96048,Junction City,CA,California,Trinity,Trinity
96051,Lakehead,CA,California,Shasta,Shasta
96096,Whitmore,CA,California,Shasta,Shasta
96141,Homewood,CA,California,Placer,Placer
96148,Tahoe Vista,CA,California,Placer,Placer
96759,Kunia,HI,Hawaii,Honolulu,Honolulu
96795,Waimanalo,HI,Hawaii,Honolulu,Honolulu
96814,Honolulu,HI,Hawaii,Honolulu,Honolulu
96859,Tripler Army Medical Center,HI,Hawaii,Honolulu,Honolulu
97004,Beavercreek,OR,Oregon,Clackamas,Clackamas
97005,Beaverton,OR,Oregon,Washington,Washington
97033,Kent,OR,Oregon,Sherman,Sherman
97110,Cannon Beach,OR,Oregon,Clatsop,Clatsop
97135,Pacific City,OR,Oregon,Tillamook,Tillamook
97361,Monmouth,OR,Oregon,Polk,"Polk,Benton"
97423,Coquille,OR,Oregon,Coos,Coos
97499,Yoncalla,OR,Oregon,Douglas,Douglas
97623,Bonanza,OR,Oregon,Klamath,Klamath
97638,Silver Lake,OR,Oregon,Lake,Lake
97720,Burns,OR,Oregon,Harney,Harney
97738,Hines,OR,Oregon,Harney,Harney
97828,Enterprise,OR,Oregon,Wallowa,Wallowa
97839,Lexington,OR,Oregon,Morrow,Morrow
97864,Monument,OR,Oregon,Grant,Grant
98032,Kent,WA,Washington,King,King
98034,Kirkland,WA,Washington,King,King
98133,Seattle,WA,Washington,King,King
98146,Seattle,WA,Washington,King,King
98253,Greenbank,WA,Washington,Island,Island
98310,Bremerton,WA,Washington,Kitsap,Kitsap
98338,Graham,WA,Washington,Pierce,Pierce
98345,Keyport,WA,Washington,Kitsap,Kitsap
98373,Puyallup,WA,Washington,Pierce,Pierce
93268,Taft,CA,California,Kern,Kern
93440,Los Alamos,CA,California,Santa Barbara,Santa Barbara
93526,Independence,CA,California,Inyo,Inyo
93555,Ridgecrest,CA,California,Kern,"Kern,San Bernardino"
93960,Soledad,CA,California,Monterey,Monterey
94021,Loma Mar,CA,California,San Mateo,San Mateo
94025,Menlo Park,CA,California,San Mateo,San Mateo
94060,Pescadero,CA,California,San Mateo,San Mateo
94121,San Francisco,CA,California,San Francisco,San Francisco
94305,Stanford,CA,California,Santa Clara,Santa Clara
98377,Randle,WA,Washington,Lewis,Lewis
98388,Steilacoom,WA,Washington,Pierce,Pierce
98390,Sumner,WA,Washington,Pierce,Pierce
98407,Tacoma,WA,Washington,Pierce,Pierce
98586,South Bend,WA,Washington,Pacific,Pacific
98635,Lyle,WA,Washington,Klickitat,Klickitat
98650,Trout Lake,WA,Washington,Klickitat,Klickitat
98685,Vancouver,WA,Washington,Clark,Clark
98850,Rock Island,WA,Washington,Douglas,Douglas
98925,Easton,WA,Washington,Kittitas,Kittitas
99017,Lamont,WA,Washington,Whitman,Whitman
99040,Wellpinit,WA,Washington,Stevens,Stevens
99114,Colville,WA,Washington,Stevens,Stevens
99121,Danville,WA,Washington,Ferry,Ferry
99149,Malden,WA,Washington,Whitman,Whitman
99154,Mohler,WA,Washington,Lincoln,Lincoln
99354,Richland,WA,Washington,Benton,Benton
99357,Royal City,WA,Washington,Grant,Grant
99577,Eagle River,AK,Alaska,Anchorage,Anchorage
99647,Pedro Bay,AK,Alaska,Lake and Peninsula,Lake and Peninsula
99653,Port Alsworth,AK,Alaska,Lake and Peninsula,Lake and Peninsula
99683,Trapper Creek,AK,Alaska,Matanuska-Susitna,Matanuska-Susitna
99685,Unalaska,AK,Alaska,Aleutians West,Aleutians West
99702,Eielson Afb,AK,Alaska,Fairbanks North Star,Fairbanks North Star
99776,Tanacross,AK,Alaska,Southeast Fairbanks,Southeast Fairbanks
99925,Klawock,AK,Alaska,Prince of Wales-Hyder,Prince of Wales-Hyder
652,Garrochales,PR,Puerto Rico,Arecibo,Arecibo
683,San German,PR,Puerto Rico,San Germán,San Germán
730,Ponce,PR,Puerto Rico,Ponce,Ponce
767,Yabucoa,PR,Puerto Rico,Yabucoa,"Yabucoa,Humacao"
911,San Juan,PR,Puerto Rico,San Juan,San Juan
